,class-0,class-1,class-2
NDUFS2,0.0,0.0,1.0
NDUFS3,0.0,0.0,1.0
NDUFS7,0.0,0.0,1.0
NDUFS8,0.0,0.0,1.0
NDUFV1,0.0,0.0,1.0
NEDD8,0.0,0.0,1.0
NEFH,0.0,0.0,1.0
NELFE,0.0,0.0,1.0
NEU3,0.0,0.0,1.0
NEUROG2,0.0,0.0,1.0
NFKBIA,0.0,0.0,1.0
NFRKB,0.0,0.0,1.0
NHLH1,0.0,0.0,1.0
NHLH2,0.0,0.0,1.0
NHP2,0.0,0.0,1.0
SNU13,0.0,0.0,1.0
NIFK,0.0,0.0,1.0
NINJ2,0.0,0.0,1.0
NLGN3,0.0,0.0,1.0
NMT1,0.0,0.0,1.0
NOLC1,0.0,0.0,1.0
NONO,0.0,0.0,1.0
NOP16,0.0,0.0,1.0
NOXO1,0.0,0.0,1.0
NPC2,0.0,0.0,1.0
NPM1,0.0,0.0,1.0
NPR2,0.0,0.0,1.0
NR1D1,0.0,0.0,1.0
NR2C2AP,0.0,0.0,1.0
NR2F2,0.0,0.0,1.0
NRAS,0.0,0.0,1.0
NRBP1,0.0,0.0,1.0
NRF1,0.0,0.0,1.0
NRTN,0.0,0.0,1.0
NSF,0.0,0.0,1.0
NSMCE1,0.0,0.0,1.0
NUDT21,0.0,0.0,1.0
NUMA1,0.0,0.0,1.0
NUP107,0.0,0.0,1.0
NUP155,0.0,0.0,1.0
NUP160,0.0,0.0,1.0
NUP205,0.0,0.0,1.0
NUP214,0.0,0.0,1.0
NUP54,0.0,0.0,1.0
NUP62,0.0,0.0,1.0
NUP85,0.0,0.0,1.0
NUP93,0.0,0.0,1.0
NUP98,0.0,0.0,1.0
NUP58,0.0,0.0,1.0
NUTF2,0.0,0.0,1.0
NXF1,0.0,0.0,1.0
OAZ1,0.0,0.0,1.0
OAZ2,0.0,0.0,1.0
OGDH,0.0,0.0,1.0
OGT,0.0,0.0,1.0
OIP5,0.0,0.0,1.0
OMP,0.0,0.0,1.0
OR10R2,0.0,0.0,1.0
OR2T27,0.0,0.0,1.0
OR52A1,0.0,0.0,1.0
OR5T2,0.0,0.0,1.0
ORC2,0.0,0.0,1.0
OSGEP,0.0,0.0,1.0
OTUD7A,0.0,0.0,1.0
OXA1L,0.0,0.0,1.0
OXER1,0.0,0.0,1.0
OXGR1,0.0,0.0,1.0
P4HB,0.0,0.0,1.0
PABPC1,0.0,0.0,1.0
PABPN1,0.0,0.0,1.0
PAF1,0.0,0.0,1.0
PAFAH1B1,0.0,0.0,1.0
PAICS,0.0,0.0,1.0
PAK1IP1,0.0,0.0,1.0
PAQR6,0.0,0.0,1.0
PARK7,0.0,0.0,1.0
PARP10,0.0,0.0,1.0
PASD1,0.0,0.0,1.0
PAX1,0.0,0.0,1.0
PAXBP1,0.0,0.0,1.0
PCBP1,0.0,0.0,1.0
PCDH1,0.0,0.0,1.0
PCDHA11,0.0,0.0,1.0
PCDHA8,0.0,0.0,1.0
PCNA,0.0,0.0,1.0
PCYOX1L,0.0,0.0,1.0
PDAP1,0.0,0.0,1.0
PDCD6,0.0,0.0,1.0
PDGFB,0.0,0.0,1.0
PDPK1,0.0,0.0,1.0
PDX1,0.0,0.0,1.0
PEMT,0.0,0.0,1.0
PEX13,0.0,0.0,1.0
PFAS,0.0,0.0,1.0
PFDN1,0.0,0.0,1.0
PFN4,0.0,0.0,1.0
PGD,0.0,0.0,1.0
PGK1,0.0,0.0,1.0
PGP,0.0,0.0,1.0
PHB,0.0,0.0,1.0
PHB2,0.0,0.0,1.0
PHF23,0.0,0.0,1.0
PHF5A,0.0,0.0,1.0
PI4KA,0.0,0.0,1.0
PI4KAP1,0.0,0.0,1.0
PI4KAP2,0.0,0.0,1.0
PIAS1,0.0,0.0,1.0
PIK3C3,0.0,0.0,1.0
PIK3CA,0.0,0.0,1.0
PIK3CD,0.0,0.0,1.0
PIP5K1A,0.0,0.0,1.0
PJA1,0.0,0.0,1.0
PKIB,0.0,0.0,1.0
PKM,0.0,0.0,1.0
PLAGL1,0.0,0.0,1.0
PLAUR,0.0,0.0,1.0
PLK1,0.0,0.0,1.0
PLRG1,0.0,0.0,1.0
PMF1,0.0,0.0,1.0
PMF1-BGLAP,0.0,0.0,1.0
PMPCA,0.0,0.0,1.0
PMPCB,0.0,0.0,1.0
PMS1,0.0,0.0,1.0
PNN,0.0,0.0,1.0
PNO1,0.0,0.0,1.0
PNPO,0.0,0.0,1.0
PNPT1,0.0,0.0,1.0
POLA1,0.0,0.0,1.0
POLD1,0.0,0.0,1.0
POLD2,0.0,0.0,1.0
POLE,0.0,0.0,1.0
POLE2,0.0,0.0,1.0
POLE4,0.0,0.0,1.0
POLG,0.0,0.0,1.0
POLG2,0.0,0.0,1.0
POLR1A,0.0,0.0,1.0
POLR1B,0.0,0.0,1.0
POLR1E,0.0,0.0,1.0
POLR2A,0.0,0.0,1.0
POLR2B,0.0,0.0,1.0
POLR2C,0.0,0.0,1.0
POLR2D,0.0,0.0,1.0
POLR2E,0.0,0.0,1.0
POLR2F,0.0,0.0,1.0
POLR2G,0.0,0.0,1.0
POLR2H,0.0,0.0,1.0
POLR2I,0.0,0.0,1.0
POLR2J,0.0,0.0,1.0
POLR2J4,0.0,0.0,1.0
POLR2K,0.0,0.0,1.0
POLR2L,0.0,0.0,1.0
POLR2M,0.0,0.0,1.0
POLRMT,0.0,0.0,1.0
POM121,0.0,0.0,1.0
POM121C,0.0,0.0,1.0
POP5,0.0,0.0,1.0
POU2F2,0.0,0.0,1.0
PPAT,0.0,0.0,1.0
PPIE,0.0,0.0,1.0
PPIL1,0.0,0.0,1.0
PPIL2,0.0,0.0,1.0
PPOX,0.0,0.0,1.0
PPP1R10,0.0,0.0,1.0
PPP1R11,0.0,0.0,1.0
PPP1R12B,0.0,0.0,1.0
PPP1R15B,0.0,0.0,1.0
PPP1R8,0.0,0.0,1.0
PPP2CA,0.0,0.0,1.0
PPP2R2A,0.0,0.0,1.0
PTPA,0.0,0.0,1.0
PPP4C,0.0,0.0,1.0
PPP6C,0.0,0.0,1.0
PPWD1,0.0,0.0,1.0
PQBP1,0.0,0.0,1.0
PRDM2,0.0,0.0,1.0
PRDX3,0.0,0.0,1.0
PREB,0.0,0.0,1.0
PRIM2,0.0,0.0,1.0
PRKACG,0.0,0.0,1.0
CAVIN3,0.0,0.0,1.0
PRKCZ,0.0,0.0,1.0
PRKDC,0.0,0.0,1.0
PRKRA,0.0,0.0,1.0
THAP12,0.0,0.0,1.0
PRMT1,0.0,0.0,1.0
PRMT5,0.0,0.0,1.0
PRPF18,0.0,0.0,1.0
PRPF3,0.0,0.0,1.0
PRPF31,0.0,0.0,1.0
PRPF38A,0.0,0.0,1.0
PRPF38B,0.0,0.0,1.0
PRPF4,0.0,0.0,1.0
PRPF4B,0.0,0.0,1.0
PRPF6,0.0,0.0,1.0
PRPF8,0.0,0.0,1.0
PRRG2,0.0,0.0,1.0
PRRX2,0.0,0.0,1.0
PRSS21,0.0,0.0,1.0
PRSS30P,0.0,0.0,1.0
PSKH1,0.0,0.0,1.0
PSMA1,0.0,0.0,1.0
PSMA2,0.0,0.0,1.0
PSMA3,0.0,0.0,1.0
PSMA4,0.0,0.0,1.0
PSMA5,0.0,0.0,1.0
PSMA7,0.0,0.0,1.0
PSMB1,0.0,0.0,1.0
PSMB2,0.0,0.0,1.0
PSMB3,0.0,0.0,1.0
PSMB4,0.0,0.0,1.0
PSMB5,0.0,0.0,1.0
PSMB6,0.0,0.0,1.0
PSMB7,0.0,0.0,1.0
PSMC1,0.0,0.0,1.0
PSMC2,0.0,0.0,1.0
PSMC3,0.0,0.0,1.0
PSMC4,0.0,0.0,1.0
PSMC5,0.0,0.0,1.0
PSMC6,0.0,0.0,1.0
PSMD1,0.0,0.0,1.0
PSMD11,0.0,0.0,1.0
PSMD12,0.0,0.0,1.0
PSMD13,0.0,0.0,1.0
PSMD14,0.0,0.0,1.0
PSMD2,0.0,0.0,1.0
PSMD3,0.0,0.0,1.0
PSMD7,0.0,0.0,1.0
PSMD8,0.0,0.0,1.0
PSMD9,0.0,0.0,1.0
PSME3,0.0,0.0,1.0
PTBP1,0.0,0.0,1.0
PTBP3,0.0,0.0,1.0
PTGDR2,0.0,0.0,1.0
PTPMT1,0.0,0.0,1.0
PTPN23,0.0,0.0,1.0
PTPRF,0.0,0.0,1.0
PTTG3P,0.0,0.0,1.0
PUF60,0.0,0.0,1.0
PYROXD1,0.0,0.0,1.0
QARS,0.0,0.0,1.0
QTRT2,0.0,0.0,1.0
RAB10,0.0,0.0,1.0
RAB18,0.0,0.0,1.0
RAB20,0.0,0.0,1.0
RAB33A,0.0,0.0,1.0
RAB6A,0.0,0.0,1.0
RAD17,0.0,0.0,1.0
RAD23B,0.0,0.0,1.0
RAD51,0.0,0.0,1.0
RAN,0.0,0.0,1.0
RANBP1,0.0,0.0,1.0
RANBP2,0.0,0.0,1.0
RANGAP1,0.0,0.0,1.0
RARB,0.0,0.0,1.0
RARS,0.0,0.0,1.0
RASD1,0.0,0.0,1.0
RASL11B,0.0,0.0,1.0
RASSF2,0.0,0.0,1.0
RBAK,0.0,0.0,1.0
RBBP4,0.0,0.0,1.0
RBBP6,0.0,0.0,1.0
RBBP8,0.0,0.0,1.0
RBM10,0.0,0.0,1.0
RBM14,0.0,0.0,1.0
RBM15,0.0,0.0,1.0
RBM17,0.0,0.0,1.0
RBM19,0.0,0.0,1.0
RBM22,0.0,0.0,1.0
RBM25,0.0,0.0,1.0
RBM26,0.0,0.0,1.0
RBM39,0.0,0.0,1.0
RBM47,0.0,0.0,1.0
RBM7,0.0,0.0,1.0
RBM8A,0.0,0.0,1.0
RBMX,0.0,0.0,1.0
RBMX2,0.0,0.0,1.0
RBMXL1,0.0,0.0,1.0
RBMXL2,0.0,0.0,1.0
RBX1,0.0,0.0,1.0
RCCD1,0.0,0.0,1.0
RCL1,0.0,0.0,1.0
RECQL4,0.0,0.0,1.0
RERG,0.0,0.0,1.0
REXO2,0.0,0.0,1.0
RFC1,0.0,0.0,1.0
RFC2,0.0,0.0,1.0
RFC3,0.0,0.0,1.0
RFC4,0.0,0.0,1.0
RFWD2,0.0,0.0,1.0
RGL3,0.0,0.0,1.0
RGL4,0.0,0.0,1.0
RGPD2,0.0,0.0,1.0
RGS10,0.0,0.0,1.0
RGS19,0.0,0.0,1.0
RHEB,0.0,0.0,1.0
RHOA,0.0,0.0,1.0
RICTOR,0.0,0.0,1.0
RING1,0.0,0.0,1.0
RIOK2,0.0,0.0,1.0
RIPK3,0.0,0.0,1.0
RIT2,0.0,0.0,1.0
RITA1,0.0,0.0,1.0
RNF24,0.0,0.0,1.0
RNF34,0.0,0.0,1.0
RNF4,0.0,0.0,1.0
RNF40,0.0,0.0,1.0
RNF44,0.0,0.0,1.0
RNGTT,0.0,0.0,1.0
RNPS1,0.0,0.0,1.0
ROR2,0.0,0.0,1.0
ROS1,0.0,0.0,1.0
RPA1,0.0,0.0,1.0
RPA2,0.0,0.0,1.0
RPA3,0.0,0.0,1.0
RPAP1,0.0,0.0,1.0
RPE65,0.0,0.0,1.0
RPL23AP32,0.0,0.0,1.0
RPL29,0.0,0.0,1.0
RPL31,0.0,0.0,1.0
RPL34,0.0,0.0,1.0
RPL36A-HNRNPH2,0.0,0.0,1.0
RPL37,0.0,0.0,1.0
RPL5,0.0,0.0,1.0
RPL6,0.0,0.0,1.0
RPL7,0.0,0.0,1.0
RPN1,0.0,0.0,1.0
RPP14,0.0,0.0,1.0
RPP21,0.0,0.0,1.0
RPP38,0.0,0.0,1.0
RPP40,0.0,0.0,1.0
RPS10,0.0,0.0,1.0
RPS11,0.0,0.0,1.0
RPS12,0.0,0.0,1.0
RPS13,0.0,0.0,1.0
RPS14,0.0,0.0,1.0
RPS15,0.0,0.0,1.0
RPS15A,0.0,0.0,1.0
RPS16,0.0,0.0,1.0
RPS17,0.0,0.0,1.0
RPS18,0.0,0.0,1.0
RPS18P9,0.0,0.0,1.0
RPS19,0.0,0.0,1.0
RPS25,0.0,0.0,1.0
RPS27A,0.0,0.0,1.0
RPS29,0.0,0.0,1.0
RPS3,0.0,0.0,1.0
RPS3A,0.0,0.0,1.0
RPS4X,0.0,0.0,1.0
RPS5,0.0,0.0,1.0
RPS6,0.0,0.0,1.0
RPS7,0.0,0.0,1.0
RPS8,0.0,0.0,1.0
RPS9,0.0,0.0,1.0
RPSA,0.0,0.0,1.0
RPSAP58,0.0,0.0,1.0
RRAGC,0.0,0.0,1.0
RRM1,0.0,0.0,1.0
RRM2,0.0,0.0,1.0
RRM2B,0.0,0.0,1.0
RRN3,0.0,0.0,1.0
RRN3P1,0.0,0.0,1.0
RRN3P2,0.0,0.0,1.0
RRN3P3,0.0,0.0,1.0
RS1,0.0,0.0,1.0
RTF1,0.0,0.0,1.0
RTN4RL2,0.0,0.0,1.0
RUVBL1,0.0,0.0,1.0
RUVBL2,0.0,0.0,1.0
S100A3,0.0,0.0,1.0
SACM1L,0.0,0.0,1.0
SAFB,0.0,0.0,1.0
SAP18,0.0,0.0,1.0
SARS,0.0,0.0,1.0
SARS2,0.0,0.0,1.0
SART1,0.0,0.0,1.0
SBNO1,0.0,0.0,1.0
SCAP,0.0,0.0,1.0
SCARB2,0.0,0.0,1.0
SCD,0.0,0.0,1.0
SCO1,0.0,0.0,1.0
SCRT1,0.0,0.0,1.0
SCRT2,0.0,0.0,1.0
SDF4,0.0,0.0,1.0
SDHA,0.0,0.0,1.0
SDHAP1,0.0,0.0,1.0
SDHAP2,0.0,0.0,1.0
SDHB,0.0,0.0,1.0
SDHC,0.0,0.0,1.0
SDSL,0.0,0.0,1.0
SEC13,0.0,0.0,1.0
SEC24B,0.0,0.0,1.0
SEC61G,0.0,0.0,1.0
SELE,0.0,0.0,1.0
SELENBP1,0.0,0.0,1.0
SEMA3G,0.0,0.0,1.0
SEMA4B,0.0,0.0,1.0
SEMA4G,0.0,0.0,1.0
SEMA5B,0.0,0.0,1.0
SEMA6C,0.0,0.0,1.0
SEMA7A,0.0,0.0,1.0
SENP3-EIF4A1,0.0,0.0,1.0
SENP6,0.0,0.0,1.0
SEPT3,0.0,0.0,1.0
SERPINA13P,0.0,0.0,1.0
SERPINB13,0.0,0.0,1.0
SERPINH1,0.0,0.0,1.0
SET,0.0,0.0,1.0
SETD2,0.0,0.0,1.0
SF1,0.0,0.0,1.0
SF3A1,0.0,0.0,1.0
SF3A2,0.0,0.0,1.0
SF3A3,0.0,0.0,1.0
SF3B1,0.0,0.0,1.0
SF3B2,0.0,0.0,1.0
SF3B3,0.0,0.0,1.0
SF3B4,0.0,0.0,1.0
SF3B6,0.0,0.0,1.0
SFPQ,0.0,0.0,1.0
SFSWAP,0.0,0.0,1.0
SGK2,0.0,0.0,1.0
SGO1,0.0,0.0,1.0
SH2D3C,0.0,0.0,1.0
SEM1,0.0,0.0,1.0
SHMT1,0.0,0.0,1.0
SIGLEC8,0.0,0.0,1.0
SIN3A,0.0,0.0,1.0
SIRPB2,0.0,0.0,1.0
SKA1,0.0,0.0,1.0
SKA2,0.0,0.0,1.0
SKIV2L2,0.0,0.0,1.0
SLC10A5,0.0,0.0,1.0
SLC12A1,0.0,0.0,1.0
SLC12A3,0.0,0.0,1.0
SLC13A5,0.0,0.0,1.0
SLC16A13,0.0,0.0,1.0
SLC16A7,0.0,0.0,1.0
SLC22A17,0.0,0.0,1.0
SLC25A16,0.0,0.0,1.0
SLC25A20,0.0,0.0,1.0
SLC25A27,0.0,0.0,1.0
SLC25A28,0.0,0.0,1.0
SLC25A3,0.0,0.0,1.0
SLC25A5,0.0,0.0,1.0
SLC28A1,0.0,0.0,1.0
SLC2A4RG,0.0,0.0,1.0
SLC35B1,0.0,0.0,1.0
SLC35F3,0.0,0.0,1.0
SLC36A1,0.0,0.0,1.0
SLC38A7,0.0,0.0,1.0
SLC39A11,0.0,0.0,1.0
SLC39A3,0.0,0.0,1.0
SLC39A7,0.0,0.0,1.0
SLC45A3,0.0,0.0,1.0
SLC4A2,0.0,0.0,1.0
SLC4A7,0.0,0.0,1.0
SLC5A2,0.0,0.0,1.0
SLC7A2,0.0,0.0,1.0
SLC7A5P2,0.0,0.0,1.0
SLCO5A1,0.0,0.0,1.0
SLU7,0.0,0.0,1.0
SMAD4,0.0,0.0,1.0
SMARCA4,0.0,0.0,1.0
SMARCB1,0.0,0.0,1.0
SMARCE1,0.0,0.0,1.0
SMC1A,0.0,0.0,1.0
SMC2,0.0,0.0,1.0
SMG1,0.0,0.0,1.0
SMG6,0.0,0.0,1.0
SMNDC1,0.0,0.0,1.0
SMU1,0.0,0.0,1.0
SNAI1,0.0,0.0,1.0
SNRNP200,0.0,0.0,1.0
SNRNP27,0.0,0.0,1.0
SNRNP40,0.0,0.0,1.0
SNRNP70,0.0,0.0,1.0
SNRPA1,0.0,0.0,1.0
SNRPB,0.0,0.0,1.0
SNRPB2,0.0,0.0,1.0
SNRPC,0.0,0.0,1.0
SNRPD1,0.0,0.0,1.0
SNRPD2,0.0,0.0,1.0
SNRPE,0.0,0.0,1.0
SNRPF,0.0,0.0,1.0
SNRPG,0.0,0.0,1.0
SNRPN,0.0,0.0,1.0
SNURF,0.0,0.0,1.0
SNW1,0.0,0.0,1.0
SOCS3,0.0,0.0,1.0
SOD1,0.0,0.0,1.0
SOD2,0.0,0.0,1.0
SON,0.0,0.0,1.0
SOS1,0.0,0.0,1.0
SOX1,0.0,0.0,1.0
SOX11,0.0,0.0,1.0
SOX4,0.0,0.0,1.0
SP1,0.0,0.0,1.0
SP3,0.0,0.0,1.0
SPDEF,0.0,0.0,1.0
SPINT2,0.0,0.0,1.0
SPOCK3,0.0,0.0,1.0
SPRY4,0.0,0.0,1.0
SQOR,0.0,0.0,1.0
SRBD1,0.0,0.0,1.0
SRCAP,0.0,0.0,1.0
SREBF1,0.0,0.0,1.0
SRF,0.0,0.0,1.0
SRGAP1,0.0,0.0,1.0
SRGAP2,0.0,0.0,1.0
SRGAP3,0.0,0.0,1.0
SRP19,0.0,0.0,1.0
SRP68,0.0,0.0,1.0
SRPRA,0.0,0.0,1.0
SRR,0.0,0.0,1.0
SRRM1,0.0,0.0,1.0
SRRM2,0.0,0.0,1.0
SRRT,0.0,0.0,1.0
SRSF1,0.0,0.0,1.0
SRSF10,0.0,0.0,1.0
SRSF2,0.0,0.0,1.0
SRSF3,0.0,0.0,1.0
SRSF6,0.0,0.0,1.0
SRSF7,0.0,0.0,1.0
SSB,0.0,0.0,1.0
SSRP1,0.0,0.0,1.0
ST14,0.0,0.0,1.0
ST8SIA6,0.0,0.0,1.0
STAM2,0.0,0.0,1.0
STAMBPL1,0.0,0.0,1.0
STRAP,0.0,0.0,1.0
STUB1,0.0,0.0,1.0
STX1A,0.0,0.0,1.0
SUCLA2,0.0,0.0,1.0
SUDS3,0.0,0.0,1.0
SUGP1,0.0,0.0,1.0
SUMO2,0.0,0.0,1.0
SUPT16H,0.0,0.0,1.0
SUPT5H,0.0,0.0,1.0
SUPT6H,0.0,0.0,1.0
SUPV3L1,0.0,0.0,1.0
SUZ12,0.0,0.0,1.0
SVIL,0.0,0.0,1.0
SYT13,0.0,0.0,1.0
SYT15,0.0,0.0,1.0
SYTL5,0.0,0.0,1.0
TAB1,0.0,0.0,1.0
TACC3,0.0,0.0,1.0
TACR2,0.0,0.0,1.0
TAF1,0.0,0.0,1.0
TAF10,0.0,0.0,1.0
TAF11,0.0,0.0,1.0
TAF13,0.0,0.0,1.0
TAF1A,0.0,0.0,1.0
TAF2,0.0,0.0,1.0
TAF3,0.0,0.0,1.0
TAF4,0.0,0.0,1.0
TAF5,0.0,0.0,1.0
TAF5L,0.0,0.0,1.0
TAF8,0.0,0.0,1.0
TAL1,0.0,0.0,1.0
TAPBPL,0.0,0.0,1.0
TARDBP,0.0,0.0,1.0
TBCE,0.0,0.0,1.0
TBL3,0.0,0.0,1.0
ELOB,0.0,0.0,1.0
TCERG1,0.0,0.0,1.0
TCN2,0.0,0.0,1.0
TCOF1,0.0,0.0,1.0
TCP1,0.0,0.0,1.0
TEX30,0.0,0.0,1.0
TFAM,0.0,0.0,1.0
TFAP2C,0.0,0.0,1.0
TFDP1,0.0,0.0,1.0
TFIP11,0.0,0.0,1.0
TFRC,0.0,0.0,1.0
THOC2,0.0,0.0,1.0
THOC3,0.0,0.0,1.0
THOC5,0.0,0.0,1.0
THOC6,0.0,0.0,1.0
THOC7,0.0,0.0,1.0
THRA,0.0,0.0,1.0
THRAP3,0.0,0.0,1.0
TIAL1,0.0,0.0,1.0
TLE3,0.0,0.0,1.0
TLK2,0.0,0.0,1.0
TLX1,0.0,0.0,1.0
TM7SF2,0.0,0.0,1.0
TMED10,0.0,0.0,1.0
TMED2,0.0,0.0,1.0
TMEM158,0.0,0.0,1.0
TMEM189,0.0,0.0,1.0
TNFRSF1A,0.0,0.0,1.0
TNFRSF1B,0.0,0.0,1.0
TNPO1,0.0,0.0,1.0
TNPO2,0.0,0.0,1.0
TNPO3,0.0,0.0,1.0
TOMM22,0.0,0.0,1.0
TOMM40,0.0,0.0,1.0
TONSL,0.0,0.0,1.0
TOP1,0.0,0.0,1.0
TOP2A,0.0,0.0,1.0
TOP3A,0.0,0.0,1.0
TOPBP1,0.0,0.0,1.0
TP53,0.0,0.0,1.0
TP53BP1,0.0,0.0,1.0
TP53RK,0.0,0.0,1.0
TPR,0.0,0.0,1.0
TPX2,0.0,0.0,1.0
TRAPPC2,0.0,0.0,1.0
TRAPPC2B,0.0,0.0,1.0
TRAPPC3,0.0,0.0,1.0
TRIM10,0.0,0.0,1.0
TRIM28,0.0,0.0,1.0
TRIM33,0.0,0.0,1.0
TRIM35,0.0,0.0,1.0
TRIM37,0.0,0.0,1.0
TRIM40,0.0,0.0,1.0
TRIM49D1,0.0,0.0,1.0
TRIM49D2,0.0,0.0,1.0
TRIP13,0.0,0.0,1.0
TRPM7,0.0,0.0,1.0
TRRAP,0.0,0.0,1.0
TSC22D1,0.0,0.0,1.0
EIPR1,0.0,0.0,1.0
TTK,0.0,0.0,1.0
TTL,0.0,0.0,1.0
TUBA1B,0.0,0.0,1.0
TUBA1C,0.0,0.0,1.0
TUBB,0.0,0.0,1.0
TUBB8,0.0,0.0,1.0
TUBG1,0.0,0.0,1.0
TUBGCP3,0.0,0.0,1.0
TVP23A,0.0,0.0,1.0
TWIST1,0.0,0.0,1.0
TWISTNB,0.0,0.0,1.0
TXN,0.0,0.0,1.0
TXNL4A,0.0,0.0,1.0
TYMS,0.0,0.0,1.0
TYROBP,0.0,0.0,1.0
U2AF1,0.0,0.0,1.0
U2AF2,0.0,0.0,1.0
U2SURP,0.0,0.0,1.0
UBA1,0.0,0.0,1.0
UBA2,0.0,0.0,1.0
UBA3,0.0,0.0,1.0
UBA52,0.0,0.0,1.0
UBA6,0.0,0.0,1.0
UBAP2L,0.0,0.0,1.0
UBE2D3,0.0,0.0,1.0
UBE2D4,0.0,0.0,1.0
UBE2I,0.0,0.0,1.0
UBE2J2,0.0,0.0,1.0
UBE2L3,0.0,0.0,1.0
UBE2M,0.0,0.0,1.0
UBE2MP1,0.0,0.0,1.0
UBE4B,0.0,0.0,1.0
UBL4B,0.0,0.0,1.0
UBL5,0.0,0.0,1.0
UBP1,0.0,0.0,1.0
UBQLN4,0.0,0.0,1.0
UBR5,0.0,0.0,1.0
UCK2,0.0,0.0,1.0
UGCG,0.0,0.0,1.0
UHRF1,0.0,0.0,1.0
UPF1,0.0,0.0,1.0
UQCRB,0.0,0.0,1.0
UQCRC1,0.0,0.0,1.0
UQCRC2,0.0,0.0,1.0
UQCRQ,0.0,0.0,1.0
URI1,0.0,0.0,1.0
URM1,0.0,0.0,1.0
UROD,0.0,0.0,1.0
USP36,0.0,0.0,1.0
USP37,0.0,0.0,1.0
USP39,0.0,0.0,1.0
USP4,0.0,0.0,1.0
USP5,0.0,0.0,1.0
USP7,0.0,0.0,1.0
USP8,0.0,0.0,1.0
USP9X,0.0,0.0,1.0
USPL1,0.0,0.0,1.0
UTS2R,0.0,0.0,1.0
UXS1,0.0,0.0,1.0
VARS,0.0,0.0,1.0
VCP,0.0,0.0,1.0
VCX2,0.0,0.0,1.0
VDAC1,0.0,0.0,1.0
VEGFB,0.0,0.0,1.0
VHL,0.0,0.0,1.0
VN1R4,0.0,0.0,1.0
VPS11,0.0,0.0,1.0
VPS13D,0.0,0.0,1.0
VPS16,0.0,0.0,1.0
VPS26A,0.0,0.0,1.0
VPS28,0.0,0.0,1.0
VPS29,0.0,0.0,1.0
VPS4B,0.0,0.0,1.0
VSIG10,0.0,0.0,1.0
VSX1,0.0,0.0,1.0
VSX2,0.0,0.0,1.0
VWCE,0.0,0.0,1.0
WARS,0.0,0.0,1.0
WBP11,0.0,0.0,1.0
WDHD1,0.0,0.0,1.0
WDR18,0.0,0.0,1.0
WDR33,0.0,0.0,1.0
WDR54,0.0,0.0,1.0
WDR77,0.0,0.0,1.0
WDR86,0.0,0.0,1.0
WEE1,0.0,0.0,1.0
WIPF2,0.0,0.0,1.0
WNK1,0.0,0.0,1.0
WNT8B,0.0,0.0,1.0
WRAP53,0.0,0.0,1.0
XAB2,0.0,0.0,1.0
XRCC5,0.0,0.0,1.0
XRCC6,0.0,0.0,1.0
XRN1,0.0,0.0,1.0
YARS,0.0,0.0,1.0
YBX1,0.0,0.0,1.0
YBX3,0.0,0.0,1.0
YIPF2,0.0,0.0,1.0
YME1L1,0.0,0.0,1.0
YWHAE,0.0,0.0,1.0
YWHAEP1,0.0,0.0,1.0
ZBED1,0.0,0.0,1.0
ZC3H13,0.0,0.0,1.0
ZC3H18,0.0,0.0,1.0
ZCCHC9,0.0,0.0,1.0
ZFP36L1,0.0,0.0,1.0
ZFR,0.0,0.0,1.0
ZFX,0.0,0.0,1.0
ZFYVE19,0.0,0.0,1.0
ZIC4,0.0,0.0,1.0
ZIK1,0.0,0.0,1.0
ZMIZ1,0.0,0.0,1.0
ZNF177,0.0,0.0,1.0
ZNF200,0.0,0.0,1.0
ZNF207,0.0,0.0,1.0
ZNF235,0.0,0.0,1.0
ZNF358,0.0,0.0,1.0
ZNF48,0.0,0.0,1.0
ZNF500,0.0,0.0,1.0
ZNF524,0.0,0.0,1.0
ZNF526,0.0,0.0,1.0
ZNF530,0.0,0.0,1.0
ZNF559-ZNF177,0.0,0.0,1.0
ZNF575,0.0,0.0,1.0
ZNF628,0.0,0.0,1.0
ZNF670-ZNF695,0.0,0.0,1.0
ZNF678,0.0,0.0,1.0
ZNF74,0.0,0.0,1.0
ZNF862,0.0,0.0,1.0
ZP4,0.0,0.0,1.0
ZSCAN1,0.0,0.0,1.0
ZSCAN10,0.0,0.0,1.0
ZSCAN21,0.0,0.0,1.0
ZSCAN25,0.0,0.0,1.0
ZSCAN26,0.0,0.0,1.0
A1BG,0.0,1.0,0.0
A2M,0.0,1.0,0.0
A2ML1,0.0,1.0,0.0
AADAT,0.0,1.0,0.0
AAK1,0.0,1.0,0.0
AASDH,0.0,1.0,0.0
AATK,0.0,1.0,0.0
ABCA1,0.0,1.0,0.0
ABCA2,0.0,1.0,0.0
ABCA4,0.0,1.0,0.0
ABCA6,0.0,1.0,0.0
ABCA7,0.0,1.0,0.0
ABCB10,0.0,1.0,0.0
ABCC13,0.0,1.0,0.0
ABCC2,0.0,1.0,0.0
ABCC3,0.0,1.0,0.0
ABCG2,0.0,1.0,0.0
ABHD10,0.0,1.0,0.0
ABHD11,0.0,1.0,0.0
ABHD14A,0.0,1.0,0.0
ABHD16A,0.0,1.0,0.0
ABHD17B,0.0,1.0,0.0
ABHD2,0.0,1.0,0.0
ABHD4,0.0,1.0,0.0
ABHD5,0.0,1.0,0.0
ABL2,0.0,1.0,0.0
