,class-0,class-1,class-2
PAX5,1.0,0.0,0.0
PAX7,1.0,0.0,0.0
PAX9,1.0,0.0,0.0
PBLD,1.0,0.0,0.0
PBX1,1.0,0.0,0.0
PBX3,1.0,0.0,0.0
PBX4,1.0,0.0,0.0
PBXIP1,1.0,0.0,0.0
PC,1.0,0.0,0.0
PCBD1,1.0,0.0,0.0
PCBP2,1.0,0.0,0.0
PCBP3,1.0,0.0,0.0
PCCA,1.0,0.0,0.0
PCCB,1.0,0.0,0.0
PCDH10,1.0,0.0,0.0
PCDH11X,1.0,0.0,0.0
PCDH11Y,1.0,0.0,0.0
PCDH12,1.0,0.0,0.0
PCDH15,1.0,0.0,0.0
PCDH18,1.0,0.0,0.0
PCDH20,1.0,0.0,0.0
PCDH7,1.0,0.0,0.0
PCDH9,1.0,0.0,0.0
PCDHA10,1.0,0.0,0.0
PCDHA12,1.0,0.0,0.0
PCDHA13,1.0,0.0,0.0
PCDHA2,1.0,0.0,0.0
PCDHA3,1.0,0.0,0.0
PCDHA4,1.0,0.0,0.0
PCDHA5,1.0,0.0,0.0
PCDHA6,1.0,0.0,0.0
PCDHA7,1.0,0.0,0.0
PCDHA9,1.0,0.0,0.0
PCDHAC1,1.0,0.0,0.0
PCDHAC2,1.0,0.0,0.0
PCDHB1,1.0,0.0,0.0
PCDHB13,1.0,0.0,0.0
PCDHB14,1.0,0.0,0.0
PCDHB15,1.0,0.0,0.0
PCDHB16,1.0,0.0,0.0
PCDHB3,1.0,0.0,0.0
PCDHB4,1.0,0.0,0.0
PCDHB5,1.0,0.0,0.0
PCDHB6,1.0,0.0,0.0
PCDHGA11,1.0,0.0,0.0
PCDHGA12,1.0,0.0,0.0
PCDHGA5,1.0,0.0,0.0
PCDHGA6,1.0,0.0,0.0
PCDHGA8,1.0,0.0,0.0
PCDHGB1,1.0,0.0,0.0
PCDHGB2,1.0,0.0,0.0
PCDHGB4,1.0,0.0,0.0
PCDHGB6,1.0,0.0,0.0
PCDHGB7,1.0,0.0,0.0
PCGF1,1.0,0.0,0.0
PCGF5,1.0,0.0,0.0
PCLO,1.0,0.0,0.0
PCMTD2,1.0,0.0,0.0
PCSK4,1.0,0.0,0.0
PCSK5,1.0,0.0,0.0
PCSK9,1.0,0.0,0.0
PCYOX1,1.0,0.0,0.0
PCYT1A,1.0,0.0,0.0
PCYT1B,1.0,0.0,0.0
PCYT2,1.0,0.0,0.0
PDC,1.0,0.0,0.0
PDCD1,1.0,0.0,0.0
PDCD1LG2,1.0,0.0,0.0
PDCD2,1.0,0.0,0.0
PDCD4,1.0,0.0,0.0
PDCD6IP,1.0,0.0,0.0
PDCL,1.0,0.0,0.0
PDCL2,1.0,0.0,0.0
PDE10A,1.0,0.0,0.0
PDE11A,1.0,0.0,0.0
PDE12,1.0,0.0,0.0
PDE1B,1.0,0.0,0.0
PDE2A,1.0,0.0,0.0
PDE3A,1.0,0.0,0.0
PDE3B,1.0,0.0,0.0
PDE4A,1.0,0.0,0.0
PDE4B,1.0,0.0,0.0
PDE4C,1.0,0.0,0.0
PDE4D,1.0,0.0,0.0
PDE4DIP,1.0,0.0,0.0
PDE5A,1.0,0.0,0.0
PDE6B,1.0,0.0,0.0
PDE6C,1.0,0.0,0.0
PDE6D,1.0,0.0,0.0
PDE6G,1.0,0.0,0.0
PDE7A,1.0,0.0,0.0
PDE7B,1.0,0.0,0.0
PDE8B,1.0,0.0,0.0
PDGFA,1.0,0.0,0.0
PDGFD,1.0,0.0,0.0
PDHA1,1.0,0.0,0.0
PDHA2,1.0,0.0,0.0
PDIA2,1.0,0.0,0.0
PDIA6,1.0,0.0,0.0
PDIK1L,1.0,0.0,0.0
PDILT,1.0,0.0,0.0
PDK2,1.0,0.0,0.0
PDLIM4,1.0,0.0,0.0
PDLIM5,1.0,0.0,0.0
PDP1,1.0,0.0,0.0
PDPN,1.0,0.0,0.0
PDPR,1.0,0.0,0.0
PDXP,1.0,0.0,0.0
PDYN,1.0,0.0,0.0
PDZK1,1.0,0.0,0.0
PDZK1IP1,1.0,0.0,0.0
PDZK1P1,1.0,0.0,0.0
PEA15,1.0,0.0,0.0
PEAK1,1.0,0.0,0.0
PEBP4,1.0,0.0,0.0
PECAM1,1.0,0.0,0.0
PEF1,1.0,0.0,0.0
PEG3,1.0,0.0,0.0
PEPD,1.0,0.0,0.0
PER1,1.0,0.0,0.0
PER3,1.0,0.0,0.0
PEX10,1.0,0.0,0.0
PEX11B,1.0,0.0,0.0
PEX12,1.0,0.0,0.0
PEX2,1.0,0.0,0.0
PFDN6,1.0,0.0,0.0
PFKM,1.0,0.0,0.0
PFN2,1.0,0.0,0.0
PGAM1P5,1.0,0.0,0.0
PGAM2,1.0,0.0,0.0
PGAP2,1.0,0.0,0.0
PGBD1,1.0,0.0,0.0
PGBD3,1.0,0.0,0.0
PGLS,1.0,0.0,0.0
PGLYRP3,1.0,0.0,0.0
PGM1,1.0,0.0,0.0
PGM2,1.0,0.0,0.0
PGM2L1,1.0,0.0,0.0
PGM3,1.0,0.0,0.0
PGM5P2,1.0,0.0,0.0
PGPEP1,1.0,0.0,0.0
PGR,1.0,0.0,0.0
PGRMC1,1.0,0.0,0.0
PGS1,1.0,0.0,0.0
PHACTR1,1.0,0.0,0.0
PHACTR2,1.0,0.0,0.0
PHACTR3,1.0,0.0,0.0
PHEX,1.0,0.0,0.0
PHF1,1.0,0.0,0.0
PHF12,1.0,0.0,0.0
PHF13,1.0,0.0,0.0
PHF20,1.0,0.0,0.0
PHF21A,1.0,0.0,0.0
PHF21B,1.0,0.0,0.0
PHF7,1.0,0.0,0.0
PHGDH,1.0,0.0,0.0
PHKA1,1.0,0.0,0.0
PHKA2,1.0,0.0,0.0
PHKB,1.0,0.0,0.0
PHLPP1,1.0,0.0,0.0
PHLPP2,1.0,0.0,0.0
PHOX2A,1.0,0.0,0.0
PHRF1,1.0,0.0,0.0
PHTF2,1.0,0.0,0.0
PHYH,1.0,0.0,0.0
PI4K2A,1.0,0.0,0.0
PIAS4,1.0,0.0,0.0
PIGK,1.0,0.0,0.0
PIK3AP1,1.0,0.0,0.0
PIK3C2A,1.0,0.0,0.0
PIK3C2B,1.0,0.0,0.0
PIK3CB,1.0,0.0,0.0
PIK3R1,1.0,0.0,0.0
PIK3R2,1.0,0.0,0.0
PIK3R3,1.0,0.0,0.0
PIK3R4,1.0,0.0,0.0
PIK3R5,1.0,0.0,0.0
PIK3R6,1.0,0.0,0.0
PILRA,1.0,0.0,0.0
PIM1,1.0,0.0,0.0
PIN1,1.0,0.0,0.0
PIN1P1,1.0,0.0,0.0
PIN4,1.0,0.0,0.0
PINK1,1.0,0.0,0.0
PIP4K2C,1.0,0.0,0.0
PIP5KL1,1.0,0.0,0.0
PIPOX,1.0,0.0,0.0
PIR,1.0,0.0,0.0
PISD,1.0,0.0,0.0
PITPNA,1.0,0.0,0.0
PITPNM1,1.0,0.0,0.0
PITPNM2,1.0,0.0,0.0
PITPNM3,1.0,0.0,0.0
PITX2,1.0,0.0,0.0
PIWIL1,1.0,0.0,0.0
PJA2,1.0,0.0,0.0
PKD1,1.0,0.0,0.0
PKD2,1.0,0.0,0.0
PKD2L1,1.0,0.0,0.0
PKDCC,1.0,0.0,0.0
PKDREJ,1.0,0.0,0.0
PKHD1,1.0,0.0,0.0
PKIA,1.0,0.0,0.0
PKLR,1.0,0.0,0.0
PKN1,1.0,0.0,0.0
PKN2,1.0,0.0,0.0
PKNOX1,1.0,0.0,0.0
PLA1A,1.0,0.0,0.0
PLA2G1B,1.0,0.0,0.0
PLA2G2D,1.0,0.0,0.0
PLA2G2E,1.0,0.0,0.0
PLA2G3,1.0,0.0,0.0
PLA2G4A,1.0,0.0,0.0
PLA2G4B,1.0,0.0,0.0
PLA2G5,1.0,0.0,0.0
PLA2G6,1.0,0.0,0.0
PLA2R1,1.0,0.0,0.0
PLAA,1.0,0.0,0.0
PLAT,1.0,0.0,0.0
PLBD2,1.0,0.0,0.0
PLCB1,1.0,0.0,0.0
PLCB2,1.0,0.0,0.0
PLCB3,1.0,0.0,0.0
PLCB4,1.0,0.0,0.0
PLCD4,1.0,0.0,0.0
PLCE1,1.0,0.0,0.0
PLCG1,1.0,0.0,0.0
PLCG2,1.0,0.0,0.0
PLCL1,1.0,0.0,0.0
PLCXD1,1.0,0.0,0.0
PLCXD2,1.0,0.0,0.0
PLCXD3,1.0,0.0,0.0
PLCZ1,1.0,0.0,0.0
PLD1,1.0,0.0,0.0
PLEC,1.0,0.0,0.0
PLEK,1.0,0.0,0.0
PLEK2,1.0,0.0,0.0
PLEKHG1,1.0,0.0,0.0
PLEKHG2,1.0,0.0,0.0
PLEKHG3,1.0,0.0,0.0
PLG,1.0,0.0,0.0
PLK2,1.0,0.0,0.0
PLK4,1.0,0.0,0.0
PLOD1,1.0,0.0,0.0
PLOD2,1.0,0.0,0.0
PLOD3,1.0,0.0,0.0
PLP1,1.0,0.0,0.0
PLP2,1.0,0.0,0.0
PLS1,1.0,0.0,0.0
PLS3,1.0,0.0,0.0
PLSCR1,1.0,0.0,0.0
PLSCR2,1.0,0.0,0.0
PLSCR3,1.0,0.0,0.0
PLSCR4,1.0,0.0,0.0
PLXDC1,1.0,0.0,0.0
PLXDC2,1.0,0.0,0.0
PLXNA1,1.0,0.0,0.0
PLXNA3,1.0,0.0,0.0
PLXNA4,1.0,0.0,0.0
PLXNB1,1.0,0.0,0.0
PLXNB2,1.0,0.0,0.0
PLXNB3,1.0,0.0,0.0
PLXNC1,1.0,0.0,0.0
PMEPA1,1.0,0.0,0.0
PML,1.0,0.0,0.0
PMM2,1.0,0.0,0.0
PMS2P3,1.0,0.0,0.0
PNCK,1.0,0.0,0.0
PNKD,1.0,0.0,0.0
PNLDC1,1.0,0.0,0.0
PNLIPRP1,1.0,0.0,0.0
PNMA1,1.0,0.0,0.0
PNMT,1.0,0.0,0.0
PNP,1.0,0.0,0.0
PNPLA1,1.0,0.0,0.0
PNPLA2,1.0,0.0,0.0
PNPLA3,1.0,0.0,0.0
PNPLA4,1.0,0.0,0.0
PNPLA6,1.0,0.0,0.0
PNRC1,1.0,0.0,0.0
PNRC2,1.0,0.0,0.0
POC1A,1.0,0.0,0.0
POC1B,1.0,0.0,0.0
POC1B-GALNT4,1.0,0.0,0.0
POFUT1,1.0,0.0,0.0
POFUT2,1.0,0.0,0.0
POGZ,1.0,0.0,0.0
POLD3,1.0,0.0,0.0
POLDIP2,1.0,0.0,0.0
POLDIP3,1.0,0.0,0.0
POLK,1.0,0.0,0.0
POLM,1.0,0.0,0.0
POLQ,1.0,0.0,0.0
POLR3A,1.0,0.0,0.0
POLR3D,1.0,0.0,0.0
POLR3F,1.0,0.0,0.0
POLR3G,1.0,0.0,0.0
POLR3H,1.0,0.0,0.0
POMGNT1,1.0,0.0,0.0
POMK,1.0,0.0,0.0
POMT1,1.0,0.0,0.0
POMT2,1.0,0.0,0.0
PON1,1.0,0.0,0.0
PON2,1.0,0.0,0.0
PON3,1.0,0.0,0.0
POP4,1.0,0.0,0.0
POU2F3,1.0,0.0,0.0
POU4F1,1.0,0.0,0.0
POU5F2,1.0,0.0,0.0
POU6F2,1.0,0.0,0.0
PP2D1,1.0,0.0,0.0
PLPP1,1.0,0.0,0.0
PLPP2,1.0,0.0,0.0
PLPP4,1.0,0.0,0.0
PLPP6,1.0,0.0,0.0
PLPP7,1.0,0.0,0.0
PPARA,1.0,0.0,0.0
PPARGC1A,1.0,0.0,0.0
PPARGC1B,1.0,0.0,0.0
PPBP,1.0,0.0,0.0
PPFIA4,1.0,0.0,0.0
PPIAP30,1.0,0.0,0.0
PPIB,1.0,0.0,0.0
PPIC,1.0,0.0,0.0
PPID,1.0,0.0,0.0
PPIH,1.0,0.0,0.0
PPIL4,1.0,0.0,0.0
PPIL6,1.0,0.0,0.0
PPM1A,1.0,0.0,0.0
PPM1D,1.0,0.0,0.0
PPM1E,1.0,0.0,0.0
PPM1F,1.0,0.0,0.0
PPM1J,1.0,0.0,0.0
PPM1K,1.0,0.0,0.0
PPP1CA,1.0,0.0,0.0
PPP1CC,1.0,0.0,0.0
PPP1R13B,1.0,0.0,0.0
PPP1R14B,1.0,0.0,0.0
PPP1R14D,1.0,0.0,0.0
PPP1R15A,1.0,0.0,0.0
PPP1R17,1.0,0.0,0.0
PPP1R3G,1.0,0.0,0.0
PPP2R2B,1.0,0.0,0.0
PPP2R2C,1.0,0.0,0.0
PPP2R2D,1.0,0.0,0.0
PPP2R3A,1.0,0.0,0.0
PPP2R3C,1.0,0.0,0.0
PPP2R5A,1.0,0.0,0.0
PPP2R5E,1.0,0.0,0.0
PPP3R1,1.0,0.0,0.0
PPP3R2,1.0,0.0,0.0
PPP4R1,1.0,0.0,0.0
PPP4R1L,1.0,0.0,0.0
PPP5C,1.0,0.0,0.0
PPT1,1.0,0.0,0.0
PPT2-EGFL8,1.0,0.0,0.0
PRAME,1.0,0.0,0.0
PRB3,1.0,0.0,0.0
PRB4,1.0,0.0,0.0
PRCC,1.0,0.0,0.0
PRCP,1.0,0.0,0.0
PRDM1,1.0,0.0,0.0
PRDM10,1.0,0.0,0.0
PRDM5,1.0,0.0,0.0
PRDM8,1.0,0.0,0.0
PRDX2,1.0,0.0,0.0
PRDX4,1.0,0.0,0.0
PRDX5,1.0,0.0,0.0
PRDX6,1.0,0.0,0.0
PRICKLE4,1.0,0.0,0.0
PRKAA2,1.0,0.0,0.0
PRKAB2,1.0,0.0,0.0
PRKACB,1.0,0.0,0.0
PRKAG1,1.0,0.0,0.0
PRKAG2,1.0,0.0,0.0
PRKAG3,1.0,0.0,0.0
PRKAR1A,1.0,0.0,0.0
PRKAR1B,1.0,0.0,0.0
PRKAR2A,1.0,0.0,0.0
PRKAR2B,1.0,0.0,0.0
PRKCB,1.0,0.0,0.0
PRKCE,1.0,0.0,0.0
PRKCG,1.0,0.0,0.0
PRKCH,1.0,0.0,0.0
PRKD2,1.0,0.0,0.0
PRKG1,1.0,0.0,0.0
PRKG2,1.0,0.0,0.0
PRKXP1,1.0,0.0,0.0
PRLR,1.0,0.0,0.0
PRMT3,1.0,0.0,0.0
PRMT7,1.0,0.0,0.0
PRNP,1.0,0.0,0.0
PROC,1.0,0.0,0.0
PROCA1,1.0,0.0,0.0
PROCR,1.0,0.0,0.0
PROKR2,1.0,0.0,0.0
PROP1,1.0,0.0,0.0
PLPBP,1.0,0.0,0.0
PROX1,1.0,0.0,0.0
PROZ,1.0,0.0,0.0
PRPF40B,1.0,0.0,0.0
PRPSAP1,1.0,0.0,0.0
PRPSAP2,1.0,0.0,0.0
PRR15L,1.0,0.0,0.0
PRR5,1.0,0.0,0.0
PRR5-ARHGAP8,1.0,0.0,0.0
PRRG1,1.0,0.0,0.0
PRRG3,1.0,0.0,0.0
PRRG4,1.0,0.0,0.0
PRRX1,1.0,0.0,0.0
PRSS16,1.0,0.0,0.0
PRSS22,1.0,0.0,0.0
PRSS23,1.0,0.0,0.0
PRSS27,1.0,0.0,0.0
PRSS38,1.0,0.0,0.0
PRSS41,1.0,0.0,0.0
PRSS42,1.0,0.0,0.0
PRSS48,1.0,0.0,0.0
PRSS50,1.0,0.0,0.0
PRSS8,1.0,0.0,0.0
PSAP,1.0,0.0,0.0
PSEN1,1.0,0.0,0.0
PSEN2,1.0,0.0,0.0
PSIP1,1.0,0.0,0.0
PSKH2,1.0,0.0,0.0
PSMD10,1.0,0.0,0.0
PSMD5,1.0,0.0,0.0
PSME1,1.0,0.0,0.0
PSME2,1.0,0.0,0.0
PSPH,1.0,0.0,0.0
PSTPIP2,1.0,0.0,0.0
PTAFR,1.0,0.0,0.0
PTAR1,1.0,0.0,0.0
PTBP2,1.0,0.0,0.0
PTCH1,1.0,0.0,0.0
PTCH2,1.0,0.0,0.0
PTCRA,1.0,0.0,0.0
PTDSS2,1.0,0.0,0.0
PTEN,1.0,0.0,0.0
PTENP1,1.0,0.0,0.0
PTER,1.0,0.0,0.0
PTF1A,1.0,0.0,0.0
PTGDR,1.0,0.0,0.0
PTGER4,1.0,0.0,0.0
PTGER4P2-CDK2AP2P2,1.0,0.0,0.0
PTGES3,1.0,0.0,0.0
PTGFR,1.0,0.0,0.0
PTGFRN,1.0,0.0,0.0
PTGIS,1.0,0.0,0.0
PTGR1,1.0,0.0,0.0
PTGR2,1.0,0.0,0.0
PTGS2,1.0,0.0,0.0
PTH,1.0,0.0,0.0
PTK6,1.0,0.0,0.0
PTK7,1.0,0.0,0.0
PTPDC1,1.0,0.0,0.0
HACD1,1.0,0.0,0.0
HACD3,1.0,0.0,0.0
HACD4,1.0,0.0,0.0
PTPN14,1.0,0.0,0.0
PTPN2,1.0,0.0,0.0
PTPN21,1.0,0.0,0.0
PTPN22,1.0,0.0,0.0
PTPN5,1.0,0.0,0.0
PTPN6,1.0,0.0,0.0
PTPRCAP,1.0,0.0,0.0
PTPRE,1.0,0.0,0.0
PTPRG,1.0,0.0,0.0
PTPRJ,1.0,0.0,0.0
PTPRK,1.0,0.0,0.0
PTPRM,1.0,0.0,0.0
PTPRN,1.0,0.0,0.0
PTPRN2,1.0,0.0,0.0
PTPRQ,1.0,0.0,0.0
PTPRT,1.0,0.0,0.0
PTPRVP,1.0,0.0,0.0
PTPRZ1,1.0,0.0,0.0
CAVIN1,1.0,0.0,0.0
PTRH1,1.0,0.0,0.0
PTS,1.0,0.0,0.0
PTTG2,1.0,0.0,0.0
PURA,1.0,0.0,0.0
PUS1,1.0,0.0,0.0
PUS7,1.0,0.0,0.0
PVALB,1.0,0.0,0.0
NECTIN3,1.0,0.0,0.0
NECTIN4,1.0,0.0,0.0
PXDNL,1.0,0.0,0.0
PXK,1.0,0.0,0.0
PXYLP1,1.0,0.0,0.0
PYCARD,1.0,0.0,0.0
PYCR1,1.0,0.0,0.0
PYCR2,1.0,0.0,0.0
PYCR3,1.0,0.0,0.0
PYGO2,1.0,0.0,0.0
PYHIN1,1.0,0.0,0.0
PYROXD2,1.0,0.0,0.0
QDPR,1.0,0.0,0.0
QPCT,1.0,0.0,0.0
QPCTL,1.0,0.0,0.0
QPRT,1.0,0.0,0.0
QRFPR,1.0,0.0,0.0
QRSL1,1.0,0.0,0.0
QSOX1,1.0,0.0,0.0
QSOX2,1.0,0.0,0.0
QTRT1,1.0,0.0,0.0
R3HDM2,1.0,0.0,0.0
RAB11B,1.0,0.0,0.0
RAB11FIP3,1.0,0.0,0.0
RAB11FIP4,1.0,0.0,0.0
RAB13,1.0,0.0,0.0
RAB14,1.0,0.0,0.0
RAB15,1.0,0.0,0.0
RAB17,1.0,0.0,0.0
RAB19,1.0,0.0,0.0
RAB23,1.0,0.0,0.0
RAB25,1.0,0.0,0.0
RAB26,1.0,0.0,0.0
RAB27A,1.0,0.0,0.0
RAB29,1.0,0.0,0.0
RAB2A,1.0,0.0,0.0
RAB2B,1.0,0.0,0.0
RAB30,1.0,0.0,0.0
RAB33B,1.0,0.0,0.0
RAB34,1.0,0.0,0.0
RAB35,1.0,0.0,0.0
RAB38,1.0,0.0,0.0
RAB39A,1.0,0.0,0.0
RAB39B,1.0,0.0,0.0
RAB3A,1.0,0.0,0.0
RAB3B,1.0,0.0,0.0
RAB3C,1.0,0.0,0.0
RAB3D,1.0,0.0,0.0
RAB3GAP2,1.0,0.0,0.0
RAB40C,1.0,0.0,0.0
RAB4A,1.0,0.0,0.0
RAB4B,1.0,0.0,0.0
RAB4B-EGLN2,1.0,0.0,0.0
RAB5B,1.0,0.0,0.0
RAB5C,1.0,0.0,0.0
RAB6B,1.0,0.0,0.0
RAB7B,1.0,0.0,0.0
RAB8A,1.0,0.0,0.0
RAB9B,1.0,0.0,0.0
RABEP1,1.0,0.0,0.0
RABGAP1,1.0,0.0,0.0
RABGAP1L,1.0,0.0,0.0
RABGEF1,1.0,0.0,0.0
RABL2A,1.0,0.0,0.0
RABL2B,1.0,0.0,0.0
RABL3,1.0,0.0,0.0
RAD1,1.0,0.0,0.0
RAD18,1.0,0.0,0.0
RAD50,1.0,0.0,0.0
RAD51AP1,1.0,0.0,0.0
RAD54L,1.0,0.0,0.0
RAET1K,1.0,0.0,0.0
RAF1,1.0,0.0,0.0
RAG1,1.0,0.0,0.0
RALA,1.0,0.0,0.0
RALB,1.0,0.0,0.0
RALBP1,1.0,0.0,0.0
RALGAPA1,1.0,0.0,0.0
RALGAPA1P1,1.0,0.0,0.0
RALGPS2,1.0,0.0,0.0
RALYL,1.0,0.0,0.0
RAMP2,1.0,0.0,0.0
RAMP3,1.0,0.0,0.0
RANBP9,1.0,0.0,0.0
RAP1A,1.0,0.0,0.0
RAP1GDS1,1.0,0.0,0.0
RAP2B,1.0,0.0,0.0
RAP2C,1.0,0.0,0.0
RAPGEF2,1.0,0.0,0.0
RAPGEF3,1.0,0.0,0.0
RAPGEF4,1.0,0.0,0.0
RAPGEF6,1.0,0.0,0.0
RAPH1,1.0,0.0,0.0
RAPSN,1.0,0.0,0.0
RARS2,1.0,0.0,0.0
RASA2,1.0,0.0,0.0
RASA3,1.0,0.0,0.0
RASA4,1.0,0.0,0.0
RASA4B,1.0,0.0,0.0
RASAL2,1.0,0.0,0.0
RASAL3,1.0,0.0,0.0
RASD2,1.0,0.0,0.0
RASEF,1.0,0.0,0.0
RASGEF1A,1.0,0.0,0.0
RASGEF1B,1.0,0.0,0.0
RASGEF1C,1.0,0.0,0.0
RASGRF2,1.0,0.0,0.0
RASGRP1,1.0,0.0,0.0
RASGRP2,1.0,0.0,0.0
RASGRP3,1.0,0.0,0.0
RASGRP4,1.0,0.0,0.0
RASL10B,1.0,0.0,0.0
RASL11A,1.0,0.0,0.0
RASL12,1.0,0.0,0.0
RASSF1,1.0,0.0,0.0
RASSF5,1.0,0.0,0.0
RASSF7,1.0,0.0,0.0
RASSF9,1.0,0.0,0.0
RAVER1,1.0,0.0,0.0
RBBP8NL,1.0,0.0,0.0
RBKS,1.0,0.0,0.0
RBL1,1.0,0.0,0.0
RBM3,1.0,0.0,0.0
RBMS1,1.0,0.0,0.0
RBMY1A1,1.0,0.0,0.0
RBMY1B,1.0,0.0,0.0
RBMY1D,1.0,0.0,0.0
RBMY1E,1.0,0.0,0.0
RBMY1F,1.0,0.0,0.0
RBMY1J,1.0,0.0,0.0
RBP1,1.0,0.0,0.0
RBP2,1.0,0.0,0.0
RBP4,1.0,0.0,0.0
RBP7,1.0,0.0,0.0
RBPJ,1.0,0.0,0.0
RBPJL,1.0,0.0,0.0
RC3H2,1.0,0.0,0.0
RCAN1,1.0,0.0,0.0
RCHY1,1.0,0.0,0.0
RCN2,1.0,0.0,0.0
RCOR3,1.0,0.0,0.0
RCVRN,1.0,0.0,0.0
RD3,1.0,0.0,0.0
RDH12,1.0,0.0,0.0
RDH14,1.0,0.0,0.0
RDH16,1.0,0.0,0.0
RDH5,1.0,0.0,0.0
RDH8,1.0,0.0,0.0
REC8,1.0,0.0,0.0
RECK,1.0,0.0,0.0
RECQL,1.0,0.0,0.0
RECQL5,1.0,0.0,0.0
REEP1,1.0,0.0,0.0
REEP4,1.0,0.0,0.0
REG1A,1.0,0.0,0.0
REG1B,1.0,0.0,0.0
REG3A,1.0,0.0,0.0
REL,1.0,0.0,0.0
RELN,1.0,0.0,0.0
RELT,1.0,0.0,0.0
REM1,1.0,0.0,0.0
REM2,1.0,0.0,0.0
REN,1.0,0.0,0.0
REPIN1,1.0,0.0,0.0
REPS2,1.0,0.0,0.0
RERE,1.0,0.0,0.0
RERGL,1.0,0.0,0.0
RET,1.0,0.0,0.0
RETSAT,1.0,0.0,0.0
REXO1L1P,1.0,0.0,0.0
REXO1L2P,1.0,0.0,0.0
REXO4,1.0,0.0,0.0
RFESD,1.0,0.0,0.0
RFFL,1.0,0.0,0.0
RFK,1.0,0.0,0.0
RFPL1,1.0,0.0,0.0
RFPL2,1.0,0.0,0.0
RFWD3,1.0,0.0,0.0
RFX5,1.0,0.0,0.0
RFX6,1.0,0.0,0.0
RFXAP,1.0,0.0,0.0
RGL1,1.0,0.0,0.0
RGN,1.0,0.0,0.0
RGS1,1.0,0.0,0.0
RGS11,1.0,0.0,0.0
RGS12,1.0,0.0,0.0
RGS13,1.0,0.0,0.0
RGS16,1.0,0.0,0.0
RGS17,1.0,0.0,0.0
RGS18,1.0,0.0,0.0
RGS3,1.0,0.0,0.0
RGS4,1.0,0.0,0.0
RGS5,1.0,0.0,0.0
RGS6,1.0,0.0,0.0
RGS9,1.0,0.0,0.0
RGSL1,1.0,0.0,0.0
RHAG,1.0,0.0,0.0
RHBDD1,1.0,0.0,0.0
RHBDD2,1.0,0.0,0.0
RHBDF2,1.0,0.0,0.0
RHBDL1,1.0,0.0,0.0
RHBG,1.0,0.0,0.0
RHCE,1.0,0.0,0.0
RHCG,1.0,0.0,0.0
RHD,1.0,0.0,0.0
RHO,1.0,0.0,0.0
RHOBTB2,1.0,0.0,0.0
RHOBTB3,1.0,0.0,0.0
RHOD,1.0,0.0,0.0
RHOF,1.0,0.0,0.0
RHOG,1.0,0.0,0.0
RHOH,1.0,0.0,0.0
RHOJ,1.0,0.0,0.0
RHOU,1.0,0.0,0.0
RHOXF1,1.0,0.0,0.0
RHOXF2,1.0,0.0,0.0
RHOXF2B,1.0,0.0,0.0
RHPN1,1.0,0.0,0.0
RHPN2,1.0,0.0,0.0
RIC8A,1.0,0.0,0.0
RIC8B,1.0,0.0,0.0
RIMS2,1.0,0.0,0.0
RIMS3,1.0,0.0,0.0
RIMS4,1.0,0.0,0.0
RIN1,1.0,0.0,0.0
RIN3,1.0,0.0,0.0
RIOK1,1.0,0.0,0.0
RIPK1,1.0,0.0,0.0
RIPK2,1.0,0.0,0.0
RIPK4,1.0,0.0,0.0
RIPPLY3,1.0,0.0,0.0
RLBP1,1.0,0.0,0.0
RLF,1.0,0.0,0.0
RLIM,1.0,0.0,0.0
RMND5A,1.0,0.0,0.0
RMND5B,1.0,0.0,0.0
RNASE1,1.0,0.0,0.0
RNASE11,1.0,0.0,0.0
RNASE3,1.0,0.0,0.0
RNASE4,1.0,0.0,0.0
RNASE6,1.0,0.0,0.0
RNASE7,1.0,0.0,0.0
RNASE8,1.0,0.0,0.0
RNASE9,1.0,0.0,0.0
RNASEL,1.0,0.0,0.0
RND1,1.0,0.0,0.0
RND2,1.0,0.0,0.0
RNF10,1.0,0.0,0.0
RNF103,1.0,0.0,0.0
RNF11,1.0,0.0,0.0
RNF111,1.0,0.0,0.0
RNF112,1.0,0.0,0.0
RNF114,1.0,0.0,0.0
RNF122,1.0,0.0,0.0
RNF123,1.0,0.0,0.0
RNF125,1.0,0.0,0.0
RNF128,1.0,0.0,0.0
RNF13,1.0,0.0,0.0
RNF133,1.0,0.0,0.0
RNF135,1.0,0.0,0.0
RNF138,1.0,0.0,0.0
RNF139,1.0,0.0,0.0
RNF14,1.0,0.0,0.0
RNF141,1.0,0.0,0.0
RNF144A,1.0,0.0,0.0
RNF144B,1.0,0.0,0.0
RNF145,1.0,0.0,0.0
RNF148,1.0,0.0,0.0
RNF157,1.0,0.0,0.0
RNF166,1.0,0.0,0.0
RNF17,1.0,0.0,0.0
RNF175,1.0,0.0,0.0
RNF180,1.0,0.0,0.0
RNF183,1.0,0.0,0.0
RNF185,1.0,0.0,0.0
RNF186,1.0,0.0,0.0
RNF19B,1.0,0.0,0.0
RNF20,1.0,0.0,0.0
RNF212,1.0,0.0,0.0
RNF213,1.0,0.0,0.0
RNF216,1.0,0.0,0.0
RNF217,1.0,0.0,0.0
RNF26,1.0,0.0,0.0
RNF32,1.0,0.0,0.0
RNF38,1.0,0.0,0.0
RNF39,1.0,0.0,0.0
RNF43,1.0,0.0,0.0
RNF5,1.0,0.0,0.0
RNF5P1,1.0,0.0,0.0
RNF7,1.0,0.0,0.0
